,text,labels
5450,"This was a clever piece of writing and was full of imagination (something I always like.) Billie Piper and David Tennant did another fantastic way of making everything so believable and real. The thing I liked most about this episode was the way they finished it. Usually the only way to stop a monster is by shooting it, or finding a code that'll make them have their emotions back, where as this one was just taking away the nightmare with a song.<br /><br />This episode also proved what a strong character Rose really is, and how far she has come from being just an ordinary young girl to being the doctor's side kick.<br /><br />That's all I am gonna say on this, but I just want to ask, has anyone else noticed that the inside of the tardis looks a bit like the outside of a dalek?.....",0
5451,"I watched the 219 minute version and have to say that dollar-for-dollar, it it probably one of the worst films ever. Now I am NOT saying it's THE worst film ever--but if you look at a ratio of cost over how much an average person would enjoy it, this is a very, very bad film.<br /><br />I would say that the single biggest factor making this a bad film is the writer/director, Michael Cimino. Rarely can so much blame be placed on a single person. Had he not been so self-indulgent, a film just as bad could have easily been made at about 90 minutes--saving the studio millions! <br /><br />The film begins with a completely unnecessary prologue that's supposed to be set at Harvard. The scene is HUGE but completely without context. You have no idea exactly what is occurring nor do you know why the students (in particular, John Hurt) are behaving so boorishly. I find it very hard to imagine a commencement going like this in 1870--and it looks a lot more like 1970. This is a half hour where you have no idea what is happening, who the characters are or their motivations. <br /><br />The next scene is 20 years later. Inexplicably, the two Harvard grads (Hurt and Kris Kristofferson) are in Wyoming. So, they went to the best school in America and now one is only a law man in the middle of no where and the other is....well, what IS John Hurt in the film?!?! He just appears here and there and seems to be either a jerk (the prologue) or a pathetic and pointless drunk who hangs out with murderers--even though he is apparently against them!? His entire character made no sense. They never explained why he was a Brit living in the middle of nowhere (it was impossible to hide his accent), why he bothered to come along with the hired army IF he was so against their wicked plan nor why he would risk his life for a cause he didn't believe in at all. As for Kristofferson, his excellent acting and better defined character made his character more believable, though having him move to Wyoming AND risk his life for a prostitute made no sense at all.<br /><br />This brings up the worst aspect of HEAVEN'S GATE. While the scenes are WAY TOO LONG and needed trimming, the worst part of the film is that the characters were like cardboard. John Hurt (a wonderful actor with nothing to do in the film), Jeff Bridges and many other big names are there but you have no idea why. In fact, other than Kristofferson, Isabelle Huppert (as a hooker with a heart of gold--quite the cliché) and perhaps Christopher Walken, EVERYONE is completely one-dimensional. It's hard to imagine a movie THIS long where you don't know or understand the characters. <br /><br />Much of the film also seems anachronistic. Who would have thought to have a giant roller rink constructed in the middle of no where in 1890? I am sure that just getting the basic supplies in this region in the West would have been very, very difficult--and yet we are expected to believe that trains filled with roller skates and lumber arrived instead of FOOD. Maybe if they hadn't spent a bazillion dollars building and frequenting the roller rink, the farmers could have afforded to BUY food and avoided this war over purloined cattle!!! And what's with the guy on roller skates with the fiddle? What did this have to do with a land war? <br /><br />The most obvious problem you are left with is that it's a film where very, very little actually happens until the big battle late in the film. There are lots of scenes of filth and flat nothingness. So much nothingness that by the time the battle occurs, many audience members would have left or are now so hostile to the film that it's inevitable that nothing could salvage the film.<br /><br />As for the final battle, it was done reasonably well but had problems. First, this minor skirmish on the prairie lasted longer than the D-Day invasion!! Second, while details of the actual events of the so-called ""Johnson County War"" are a tad sketchy, we do know that the characters played by Huppert and Kristofferson never actually were there, as they'd both been hung BEFORE the battle. Third, I can't believe that Cimino actually killed animals throughout the film--especially during the final battle. While I am far from a bleeding heart about animal rights, his need to use animal guts and actually kill some of the horses is a low point in cinematic history. Watching and knowing that some of the horses died to achieve Cimino's ""vision"" for the film is very sad.<br /><br />Finally, after the big battle, we have an epilogue. While it is blessedly short, it also seemed completely unnecessary and vague. We see Kristofferson on a fancy yacht, so we can assume that he's finally putting some of that Harvard education to work for himself. We also see a woman who appears to be one that Kris looked at a couple times during the prologue. Most importantly, nothing is said and you have no idea what the final outcome. I read up on it myself and found that the film often got the facts wrong.<br /><br />Overall, to say the film is long and needed tons more editing was like saying WWII was a ""minor tiff"". Well, I've certainly seen a lot worse, but if you factor in the cost of production, I truly think it might just be one of the worst films in history.<br /><br />Finally, when a film has this much explicit nudity I warn parents. However, as no child COULD sit through this film (even with a promise of sex), the warning is not necessary.",0
5452,"This is the 1954 movie, not the latter one with Debra Winger in it. It's rare to see this film although it's shown on Fox Movie Channel once in a while. Directed by Nunnally Johnson who also adapted it from a story by Hugh Wheeler, it tells the tale of a young girl, excellently played by the famous child star, Peggy Ann Garner, all grown up, who attempts to make it big in NYC. Along the way we meet many characters who she uses to get where she wants to go. Among them are Ginger Rogers, in an overacted yet delightful performance as a famous actress who demands to be the center of attention; Van Heflin as an underplayed playwright, becoming one of the victims; Gene Tierney, wasted in a thankless role as the supporting wife to Van, going around looking pretty but nothing much else given to her to do; Reginald Gardner, a distinguished veteran in films, playing hen pecked hubby to Ginger; George Raft, in his usual dead pan performance as the detective investigating the case (he must have taken classes under Buster Keaton's tutelage); another veteran character actor, Otto Kruger makes an impressive appearance as does Cathleen Nesbitt, the distinguished English actress I've had the pleasure to have worked with, in a surprisingly small and thankless role as an American housekeeper; Virginia Leith, young 20th Fox starlet as Garner's roommate and another child actor grown up, Skip Homeier (remember him in TOMORROW THE WORLD?) as Garner's boy friend.<br /><br />Put all the stars together and you have a strong cast of players. Add Technicolor and cinemascope and you have good entertainment of it's time.",0
5453,"""The Enforcer"" is a gripping tale about an investigation into the activities of a crime syndicate boss and the efforts of an Assistant D.A. to bring him to justice. The criminal in question was the head of a group of contract killers who carried out murders to order and avoided detection because their operatives never had any connection with their victims and so there were never any known motives or obvious leads for the authorities to follow up in their investigations. This concept, although very familiar to audiences today, was something very topical at the time of the film's release and also a matter of great public interest.<br /><br />In the period immediately before the release of ""The Enforcer"", Senate Committee hearings on organised crime were chaired by Senator Estes Kefauver. These hearings were given national television coverage during a period when the medium was very new to most viewers and the revelations about the pervasive nature of organised crime and the existence of the outfit known as ""Murder Incorporated"" attracted extremely large audiences. It was during these broadcasts that the general public first became aware of some of the jargon used by hired killers and ""The Enforcer"" is credited as being the first movie to feature the words ""contract"", ""hit"" and ""fingerman"" in this context.<br /><br />After a four year investigation into the activities of crime boss Albert Mendoza (Everett Sloane), Assistant D.A. Martin Ferguson (Humphrey Bogart) has a witness who has agreed to testify that he saw Mendoza kill a man. When the witness, Joe Rico (Ted de Corsia), dies suddenly as the result of an accident, Ferguson and Police Captain Frank Nelson (Roy Roberts) undertake a meticulous review of their investigation to date to try to find another piece of information which could lead to them being able to get Mendoza convicted.<br /><br />The case files confirm that the investigation started when a frantic young man called ""Duke"" Malloy (Lawrence Tolan) visited a police station and reported that he's been forced to kill his girlfriend. It transpired that he was a hired killer who'd fallen in love with his intended victim and when he'd initially refused to go through with the job, he'd been pressured by other gang members into completing the contract. The overwrought Malloy hanged himself in a police cell and the investigation that followed involved police officers in gathering information from a variety of people including Malloy's fellow gang members.<br /><br />Ferguson and Nelson's review eventually brings to light the name of another person who would be a perfect witness but unfortunately Mendoza becomes aware of this person's identity at the same and this leads to a desperate race against time for the police to find the potential witness before Mendoza's men do.<br /><br />The movie's structure is interesting as an account of the police investigation is given in flashback with the stories of each of the interviewees often constituting a flashback within a flashback. The action is delivered with a good deal of pace and tension and despite the story's closeness to real events, the movie's style is always entertaining and not overly solemn in the way that some docu-noirs can be.<br /><br />The colourful collection of characters featured in ""The Enforcer"" are brought to life vividly by the excellent cast and Humphrey Bogart is especially good as a man who is extremely determined and powerfully focused on his task but is nevertheless also very controlled and methodical when necessary.",0
5454,"I know that in this episode there's other stuff apart from what I am going to discuss, and in fact I think it has some virtues; for example, the fact, after we had been given a very negative opinion of Jin from seeing Sun's flashbacks in ""House of the Rising Sun"", we get to see Jin's side of things and get a new, more balanced understanding of his life.<br /><br />But there is an element in this story that made me so deeply uncomfortable that it greatly dampened my enjoyment of the whole episode. Before now, in the scene where Jin appeared with blood on his hands and shirt, it had been hinted that Sun's father was someone who was getting rich through shady, illegal methods. I thought maybe he was a mob boss, even; mobs operate in Korea, just like in almost every other country in the world, so it was a reasonable possibility. However, in this episode we learn that Sun's father is in fact the boss (or a top executive) of a Korean automotive company, and that what Jin had been doing was physically attacking a government official (who was actually going to be murdered) on his behalf.<br /><br />I may be especially touchy about this because I happen to work in the automotive industry, but I would say it is SPECTACULARLY offensive and racist to even suggest that this kind of thing goes on in Korea; that huge, serious companies like Hyundai or Kia (which must be the model for this fictitious car company, as they are the only ones that actually exist in reality) operate with these mafia-like methods, instead of like any normal automotive company of the West. it is just unbelievable to me that the writers would have the gall to write something like that into the story, and that there hasn't been an uproar in Korea over it. It feels like extraneous ""Buy American!"" propaganda, portraying foreign car companies as criminal, untrustworthy, third-world outfits.",0
5455,"After putting a mummy in a local museum goes through the cat-scan, a metal object in it's brain reacts adversely to the procedure, thus freeing the spirit,or phantom if you will, of the mummy, Belphegor. Due to convenient circumstances, Lisa, who lives close to the museum finds herself possessed by the evil spirit. Soon enough she's stealing the museum's Egyptian treasures out from under their nose. Detective Verlac comes out of retirement to catch the supernatural thief.<br /><br />This is a serviceable enough, if you haven't seen any other incarnations of ""Belphégor"" before. If you have, I recommend skipping this particular version as it can't help but pale in comparison to the others despite the nice locals and scenery.It plays out like a (slightly) higher budgeted Sci-Fi Original film, and I don't really mean that as a compliment.<br /><br />Eye Candy: Sophie Marceau shows ass & side boob <br /><br />My Grade: C- <br /><br />DVD Extras: none",0
5456,"This is the best film version of a wonderful book. Both were nearly lost to history - the movie through a series of bizarre accidents, the novel through neglect: Arthur Conan Doyle's most famous character seems to have made the reading world impervious to his ghost and adventure stories, which I think (and he agreed) are generally better written and more interesting than the detective stuff.<br /><br />Okay, sure, they reduced the tribe of evil Neanderthals to a single specimen with a chimpanzee accomplice - but he's pretty scary. And yeah, that means they abandoned the gag about Professor Challenger looking like one of them. And yes, the aboriginal tribe is entirely absent. But then again, they gave us a Brontosaurus leaping from Tower Bridge, and a carnivorous biped that seems determined to depopulate the entire plateau by himself: this Allosaurus eats a Triceratops, a Pterodactyl, and a couple of things I couldn't identify, and even tries his luck on a Brontosaurus before it falls off a cliff. The animation isn't exactly KING KONG caliber - some of the dinosaurs look like rough clay, with no scale tone to the flesh, and some of them are remarkably stick-like, but it was early yet, and much of it is very good. Plus there is more actual saurian conflict than in any other dinosaur movie I've ever seen. And I've seen a few.<br /><br />Wallace Beery is a Challenger for the ages, seeming to have strutted directly from Doyle's novels - there's no need for sound when the performances are this gigantic. Bessie Love gives her usual embodiment of demure sweetness, Lloyd Hughes is a fine if somewhat stiff male ingénue, and the great Bull Montana prepares for his FLASH GORDON Monkey Man role by here playing, um, Ape Man. Unfortunately for posterity, the movie contains a blackface performance of a comically cowardly character named - yes - Zambo. Zambo's best friend is a Rhesus monkey. Hey, it was 1925. At least this version, unlike Irwin Allen's later disaster, didn't kill any lizards... although a couple of bears do tear each other up for our amusement.<br /><br />Also features Lewis Stone, perhaps the only old man to actually die of a heart attack while yelling at kids to get off his lawn.",0
5457,"A pretty nice movie, not one of these typical ""gangster and rap movie"", it is actually quiet moving, and has an interesting moral in it. This movie is worth viewing. Acting is great too, really good young actors.",0
5458,"This early short subject, beloved to some of us; really shows one of the great qualities that would set his (best) comedy apart: he was strange. Not exactly verbal comedy, nor really slapstick, W.C. seemed to create his own oddball universe much like, but never quite, ours.<br /><br />I loved this short from the first time I saw it as a kid, and I think it's one of a kindness really makes it his best (though others are quite funny.) Mack Sennett wanted something more in the way of conventional slapstick; Feilds had to fight for this; which is in part a spoof of sentimental wilderness poetry about Alaska. <br /><br />Nobody liked it at the time. Fields himself said, ""maybe it's not good. But I like it."" Thank Godness he stuck by his guns and went on to create his own one of a kind comedy world.",0
5459,"This is one of the best musicals of the 1940s. The glorious Technicolor shows off Rita Hayworth's beauty and spectacular hair. She should have made more movies in color, but then Columbia was hardly in a position to splash out money for Technicolor spectaculars.<br /><br />Rita is a WOW as Rusty Parker - she more than keeps up with Gene in some of the most sparkling numbers ever. She also looked beautiful in turn of the century gowns, so she was given a chance to play her own grandmother.<br /><br />The film opens with ""The Show Must Go On"" - it looks great to me - but Danny McGuire (Gene Kelly) is not impressed. His motto is work, work, work!!! One of the dancers, Maurine (Lesley Brookes) is determined to better herself and is going to audition for Vanity's Golden Wedding Cover Girl Competition. Rusty just happens to find herself at the auditions as well. In a very funny scene Maurine has just had a so so audition and seeing Rusty, gives her a few tips on how to impress the judges!!! ""Don't be shy and demure - chatter and sparkle"". Rusty does so with gusto!!!<br /><br />They decide on Maurine and go to the show to see her but John Coudair (Otto Kruger) sees Rusty - she reminds him of someone from his past. Cornelia (Eve Arden) is still having nightmares over Rusty's audition. ""Whose Complaining"" features Genius (Phil Silvers) and the dancers, dressed up as working girls - (Rusty is a cabbie).<br /><br />John is remembering a long lost love (Rusty's grandmother, Maribelle Hicks) the first time he saw her singing ""A Sure Thing"" - set at the races. Meanwhile Danny, Rusty and Genius are looking for pearls at their local diner. They then launch into the happiest song of the 1940s (in my opinion) - ""Make Way For Tomorrow"".<br /><br />""Put Me to the Test"" is a spirited song and dance number featuring Danny and Rusty. In the meantime Rusty has been chosen Cover Girl and Danny McGuires' is the place to be seen. Lee Bowman appears as Danny's romantic rival and puts a damper on things. Lee Bowman is probably the most boring leading man ever - so Danny never needs to worry.<br /><br />Rusty (dubbed by Martha Mears) sings ""Long Ago and Far Away"" and it is danced beautifully by Danny and Rusty. The gowns that Rita wears are stunning. Travis Banton and Gwen Wakeling designed them. Danny wants the best for Rusty but is afraid he will lose her. Gene Kelly is also fantastic in the ""Alter Ego"" number where he dances with himself.<br /><br />""Poor John"" is another look back to the turn of the century - it was written in 1906 and is an extremely funny song poking fun at rich relations - Hayworth looks gorgeous in an amazingly quaint outfit. Look for Al Norman in both ""Poor John"" and ""A Sure Thing"". He was an amazing eccentric dancer, who appeared in several early musicals, including ""King of Jazz"" and ""Paramount on Parade"". He was easy to spot.<br /><br />The ""Cover Girl"" dance is just wonderful. Rita was so talented - beautiful and a great dancer. After a bevy of beautiful models parade through covers of America's top magazines, Rusty bursts through in a beautiful gold gown dancing down a ramp to the very catchy ""Cover Girl"" song. Gosh I just LOVE this movie!!!!<br /><br />Highly Recommended.",0
5460,"Black comedy can be a difficult genre to get right, in the cinema as well as in the theatre. We can, I am sure, all think of films which were intended to be gross but hilarious and ended up as simply gross. There are too many examples to list them all, but high on my personal list of offenders in this regard must be ""The Sweetest Thing"", ""Beautiful Creatures"" and ""Drop Dead Gorgeous"". On the other hand, when black comedy succeeds, the result can be superb. Two of my favourites are Kubrick's ""Dr Strangelove"" and Scorsese's ""King of Comedy"", both of which derive humour from serious subjects (nuclear war and crime) but do so with a brilliant satirical wit.<br /><br />John Waters's ""Serial Mom"" is not quite in the same class as those two films, but is one of the better black comedies of recent years. The main character is Beverley Sutphin, a middle-aged, middle-class Middle American housewife. Beverley, happily married to dentist Eugene with two teenage children, Chip and Misty, lives in an affluent, idyllic suburb which looks as though it has been taken from a fifties sit-com. (Like most of Waters's films, this one is set in his home town of Baltimore). There is only one thing which disturbs the peace and tranquillity of the area. Beverley combines her role as a housewife and mother with a part-time career as a serial killer. Her first victim is Paul Stubbins, a teacher who makes some unkind remarks about her son at a PTA meeting, and she progresses to her daughter's unfaithful boyfriend, a couple who are rude about Eugene's dental practice and various people who commit minor social gaffes such as failing to rewind rented video tapes (the film predates the coming of DVD), failing to recycle their garbage, and wearing white shoes after Labor day. (This last is, apparently, regarded as a major fashion crime in America). Eventually she is arrested and put on trial.<br /><br />Waters has the reputation of being a director to whom the notion of good taste is quite alien, and, with a plot like this, ""Serial Mom"" could have ended up as nothing more than horribly tasteless garbage. It is, of course, horribly tasteless and not a film to see if you are at all squeamish- Waters does not spare us sight of plenty of blood and gore- but is saved from ending up as garbage by two things. The first is an often very witty script, displaying a refreshingly cynical sense of humour, which includes some great lines such as ""He killed people, mom- We all have our bad days"". and ""Jesus said nothing to condemn capital punishment as he hung on the cross, did he""? (the local priest is preaching a pro-death penalty sermon).<br /><br />The second is Kathleen Turner's manically over-the-top performance as Beverley, alternating between a model of bourgeois domestic virtue and a bloodthirsty maniac, and playing both with equal relish. My favourite parts were the courtroom scene where Beverley conducts her own defence with great brilliance and the scenes where she makes obscene phone calls to her neighbour Dottie, a woman who can be shocked by a phrase as seemingly innocuous as ""Are those pussy willows?"" Turner is an actress who has somewhat disappeared from view in recent years, but in the eighties and nineties she was one of Hollywood's best known leading ladies and gave some excellent performances in films like the neo-noir thriller ""Body Heat"" and ""The War of the Roses"", another very good black comedy.<br /><br />Like most good black comedies, ""Serial Mom"" has some serious points to make. The mores of suburbia have been fair game for satirists ever since the first suburbs were built, and here Waters is sending up the culture of middle-class conformity which all too often attaches to such places. Beverley is far from being the only all-American soccer mom who looks with horrified disfavour on her neighbours' minor deviations from accepted norms; all that distinguishes her from millions of others is the extreme lengths to which she will go to punish such deviations. The satire, however, is not just aimed at Beverley, but also at her victims, some of whom are such obnoxious individuals that it is impossible to have any sympathy for them, despite their horrific fates. There is one grotesque scene where Emma Lou Jensen (she who fails to rewind her videos) sings loudly and tunelessly along to ""Tomorrow"" from the musical ""Annie"" while allowing her dog to lick her feet all over suggesting she is, to say the least, a somewhat strange person. Stubbins, who suggests that Chip is in need of ""therapy"" because of his love of horror films, is the sort of arrogant, self-important teacher who thinks that he is paid not just to teach maths but also to control every aspect of his students' lives, down to their taste in films.<br /><br />""Serial Mom"" may not be the best cinematic satire on suburbia of recent years (that must be Sam Mendes's ""American Beauty""), but it is, for all its lapses of taste, a witty and entertaining black comedy. 8/10",0
5461,"... why watch a TV drama (billed as a comedy) in which none of the characters are likable or even interesting people ? I can sort of see what the writer David Renwick was trying to achieve: the misdirections and bad-taste surprises that he put into ""One foot in the grave"", etc. I admit that the script made a bit more of an effort than most on British TV at the moment. But really ... who cares about these people ? They are cold bores.<br /><br />Another poster mentioned the scene in which the woman sits down to watch a video of herself and her deceased ex-boyfriend shagging. That was the moment when I switched OFF this programme, never to return.<br /><br />P.S. It's interesting to note that the posters who didn't like this series are all British, whereas those who praise it are mostly in other countries. This reflects the fact that when the BBC broadcast this series it was ignored by viewers and sank like a stone.<br /><br />P.P.S. Good news for those who liked it ! There will be a second series in Autumn 2007 - though without the male lead. It sounds like the BBC have decided to turn it into a more conventional 30 minute sitcom.",0
5462,"""The Box"" was not a good movie. I thought the main character, Frank, was a brutal thug just released from prison and destined to go back. He solves problems with violence and, as I saw it, stalked a waitress he met. I think the movie tried to portray Frank as a victim of circumstance where he tries to go straight but is pulled back into crime by the bad influences around him. It was not successful. Frank made deliberate choices to use violence while trying to recover money from the crime he was imprisoned for. Was I to believe that this action was justified and correct? I didn't buy it. It's the skewed logic of a criminal mind that since they stole something then it is now theirs and they are justified in using any means to recover their property. Hey, it's stolen property. It doesn't belong to you. Then there is the whole other story about the waitress and her dysfunctional relationship that Frank sticks his nose into. The whole movie had this poorly contrived aura about it. It seemed that there was an ending, a poor ending, the writer had in mind and he just filled in some facts in the beginning to get the ending to happen. The performances by the principles were poor. Theresa Russell is capable of far better work and she did an OK job given the poor story but overall it wasn't that great. Brad Dourif seemed like he wanted to portray a tough guy by cursing and acting like a fool. He wasn't believable. The movie was a waste of time. Don't bother with it.",0
5463,"Just watched this one again. I wanted to show it to one of my friends and we had the best time. This is why these kind of movies are made, to entertain people and Zombie Bloodbath 2 does that for me and for everyone I have showed it to.<br /><br />The story concerns a group of teenagers in a van that run into a group of escaped convicts who have taken over an old farmhouse. When a scarecrow (that is actually a demon I think) gets disturbed, it comes to life and re-animates dead bodies from the local cemeteries. This leads our heroes to escape only to land in the arms of two insane killers that are in the process of torturing some people in a deli in a small town. Pretty soon it's a showdown with humans fighting zombies.<br /><br />I loved this movie! From it's different formats (black and white film, video and digital cameras) to the very fast pace and great music, there was always something going on and it NEVER bores you! Sure, it's cheap, but you can tell that a great deal of care and hard work went into this film. I have read other reviews and all I can say is that these people have missed the point. If you want 35mm Full Moon fluff, or if you are into modern stuff like Urban Legend, then I say pass on this. If you like low budget stuff like Gates Of Hell and Evil Dead, I say buy this now.<br /><br />The make-up and gore is very good, the acting is uneven at times, but over-all it is pretty good and the editing is very impressive. There is enough going on in this one to fill two more films! It is actually one of the better b-movies I have seen in ages.",0
5464,"Snake Island is one of those films that, whilst one sits and watches its amazing level of stupidity, makes one wish the film camera had never been invented. The real reason why Plan 9 From Outer Space will hold onto its honoured title of Worst Film Of All Time for a while to come is not so much because of how bad it is. It is because of the fact that it is the most entertaining bad film you will ever see. Snake Island is the other kind of bad. Snake Island is just so bad that it is excruciating. A stupid premise combines with a script that was written by monkeys tapping one-key typewriters onto transparencies that were then overlapped in order to resemble dialogue to make the most obvious problems here. Filmed entirely on location in South Africa, the environments in which the film takes place are about the only element that can truthfully be considered well-realised. Many shots involving snakes consist of close-ups so surreal in appearance that one begins to wonder whether said snakes are CGI, puppets, or real snakes that have been fed really hard drugs.<br /><br />William Katt stars, if you can call it that, as an author traveling to an island resort on what appears to be a river ferry. Coming along with him is an assortment of very generic, poorly-defined characters. It is all a matter of random screen writing as to who survives to the end, but Katt certainly appears to be contemplating firing his agent. The rest of the cast seem to be from the Home And Away acting school, where any contemplation of an unpleasant plot point is accompanied by open-mouthed gaping and darting one's eyes about in every direction. The foley effects are often worse, with one memorable scene where a double-barreled shotgun sounds like the rather flat sound effects that used to accompany gunshots in such games as BioForge. Meanwhile, snakes continually explode or jump about at random. It would have been more accurate to call the film Snake Holocaust.<br /><br />Of course, no Z-grade horror or sci-fi film is complete these days without gratuitous scenes of nubile women in a state of undress. As every woman in the cast, almost, gets their clothes off, the film starts to become less Snake Island and more Snake Island Orgy. But like all the worst piles, all there really is in this case is a lot of setup with no real payoff. The sex scenes never eventuate, and the deaths of characters are so flat, so uninteresting, that the entire film becomes pointless. Unless you consider watching William Katt running through a muggy forest wearing ill-fitting cricket gear and smashing snakes in all directions with a cricket bat a payoff. For the record, I don't. I used to think that Anaconda was the worst film ever made about predatory snakes. I was so very, very wrong. At least Anaconda had a snake one could be afraid of if they suspended disbelief for quite some time. Some of the snakes shown killing the human cast are no bigger than the shoelaces from some pairs of combat boots I have worn.<br /><br />So we so far have the checklist for bad horror films running along nicely. The unrecognisable, lame cast are accounted for, as are poor audio and visual effects. The dialogue is so wretched, so ill-timed, that I have seen better writing and delivery during some of the school plays I have acted in many moons ago. Unfortunately, where Snake Island falters in this respect is the area fatal to all bad films. In essence, it forgets to be so bad that it is funny. It is so bad that it stops being good after the opening credits and becomes painful the second that the cast start to speak. Compared to William Katt's performance in Snake Island, Jon Voight's performance in Anaconda was as Oscar-worthy as Russell Crowe's in Gladiator. Not that Voight or Katt are necessarily bad actors, but with material like this, you're hard-pressed to say a single word naturally. Listening to some of the lines here was like being the victim of a violent crime. One's mind tends to blank out the experience, primary as a self-defense mechanism.<br /><br />Because of the aforementioned failure to be entertainingly bad, I gave Snake Island a two out of ten. My special score for films that are so bad they cannot possibly be good, but not bad enough to entertain. It is all just so boring or pointless that one might as well be watching the test pattern. The proper way to spell ""crap"" is S-N-A-K-E-I-S-L-A-N-D.",0
5465,"This is the best movie I have ever seen.<br /><br />I've seen the movie on Dutch television sometime in 1988 (?).<br /><br />That month they were showing a Yugoslavian movie every Sunday night.<br /><br />The next week there was another great movie (involving a train, rather than a bus) the name of which I don't remember. If you know it, please let me know! In any case, how can I get to see this movie again???? A DVD of this movie, where?? Please tell me at vannoord@let.rug.nl<br /><br />The next week there was another great movie (involving a train, rather than a bus) the name of which I don't remember. If you know it, please let me know! In any case, how can I get to see this movie again???? A DVD of this movie, where?? Please tell me at vannoord@let.rug.nl",0
5466,"I wouldn't say Neil Simon's comic wit is at full steam in this light-hearted comedy, but there are certainly a plethora of laughs to go around.<br /><br />Chevy Chase's Nick Gardenia is offishly matter-of-fact funny as only he can be, a writer and journalist (have you noticed Simon's protagonists are nearly always writers?) of ill-repute who somehow once ended up in a Mexican jail for 2 years and is now on the path to recovery when a couple of bank robbers kidnap and use him for a heist. His mug is prominently featured in the robbery photos and then the fun ensues when he goes to his ex-wife's (Hawn's) house to engender her help after being let go by the robbers and being fully on the run from the law.<br /><br />The movie is mostly fast-paced slapstick farce, a host of retreaded clichés (the dogs, for example), and quick jokes. Charles Grodin is actually quite funny and charming as her straight-arrow District Attorney (soon to be Attorney General) husband, Ira. Given ""Midnight Run,"" I think Grodin should be considered a mint for American glib comedy a la Albert Brooks.<br /><br />It's pointless to go much deeper into the story as the plot merely drives slapstick scenes one into the next. The story is essentially the sum of its parts.<br /><br />Goldie Hawn is in full-tilt cutie mode (she really was a doll) but carries the movie very well as a hopeless do-gooder who wants to help everybody, including her ex-husband and every stray dog in 10 surrounding counties. Chevy Chase often gives the impression of making comedy look effortless (think Fletch), but he is REALLY giving into pratfalling a la his SNL days in this one. The supporting cast with Guillaume and others is excellent.<br /><br />This is completely worth a watch if you catch it as in many ways this movie is superior to the Hawn and Chase hit ""Foul Play.""",0
5467,"Ice Age is not only Animation of the Year (in my eyes) it's also the best animated feature I've ever seen!<br /><br />The teaser excited me last year and I've spent many happy hours on the website. Scrat is cool! And so are the rest of the Sub Zero Heroes.<br /><br />The animation is superb. Your heart really goes out to the characters in this film. They have good lines of dialogue and are well developed. It's hard to say which one really steals the picture.<br /><br />I experienced their journey with laughter, tears and amazement. Nothing was forced or over done. The emotion was genuine, especially in the dramatic second half. The last film to affect me this deeply was Anastasia in 1997, also a Fox Production. And before that it was The Land Before Time 1988. All possess real charm and seek to entertain all the audience, not just the cynics. 10/10 <br /><br />",0
5468,"This could very well be the worst piece of musical theater ever preserved on film. ""Highlights"" include the Egyptian who Moses stabs coming out to the scene with the knife visibly already in his belly, all the closeups of Kilmer's gut, a Hebrew apparently having a seizure as Miriam sings ""Horns of Jericho"", the song Horns of Jericho itself, as that story doesn't even happen until after Moses' death, and the fact that outside of Moses, Ramses, Joshua and Aaron no character's name is ever mentioned, leaving you to guess who is who. If you are looking for something genuinely terrible for a laugh definitely pick this one up.",0
5469,"*Flat SPOILERS* <br /><br />Five med students, Nelson (Kiefer Sutherland), David Labraccio (Kevin Bacon), Rachel Mannus (Julia Roberts), Joe Hurley (William Baldwin) & Randy Steckle (Oliver Platt) decide to attempt an experiment; dying for exactly 5 minutes (it is the maximum amount of time somebody can do this before being risk of brain damage).<br /><br />Almost everyone does this experiment, Randy being the lone exception, but they begin to have unwelcome visitors; David sees a little black girl shouting crude insults to him, Joe sees all the women he has had sex with (and which he videotaped) asking him why from the TV Screen, Rachel relives her father's suicide and Nelson faces a little boy with murderous intentions.<br /><br />Why are they here? And how will they get rid of them? This tense and interesting movie, set in an hallucinated city and into a Gothic Med School, is quite the experience, both for the story and the characters, played by then-budding stars such as Kiefer Sutherland, Julia Roberts, Oliver Platt, Kevin Bacon and William Baldwin.<br /><br />The director is Joel Schumacher, who had already worked with Sutherland in 'Lost Boys', and this second cooperation is even better than the first.<br /><br />A must for psychological-thriller-horror buds and metaphor lovers (this story is about forgiveness and righting of past wrongs), this is one of the minor classics from the '80s that get respect even today, like the mention by Rebecca Gayheart in 'Scream 2' or the Tru Calling episode which used the movie's premise.<br /><br />Flatliners: 9/10.",0
5470,"i watched this movie on TV on thursday night and I couldn't believe what i saw. this movie made me cry but for all the wrong reasons! Every 2 seconds I was saying, ""What the crap?!"" because i just couldn't believe that all those bad things could happen to Rocky so fast. I mean he just got back from Russia and he finds out that his idiot friend, Paulie, signed some paper, which made the Balboa family bankrupt! they lost their estate and all their money, and ended up living back in the area they were living in for Rocky I. I also could not believe how Rocky's son from Rocky IV looked about 8 years old when Rocky left to fight Drago, and then when he gets back, his son in Rocky V, (who is Sylvester Stallone's real-life son) looked about 13 & dorky! It seems that all Sylvester tried to do in the last 2 Rocky movies is somehow get his family involved in the movie, which is not right. Though Rocky's son in Rocky V does look more Italian, it was just not the same. I will never watch this movie again because the plot made me so angry. If they do make a Rocky VI, which i highly doubt since Sylvester Stallone is 60 now i think, i will watch it just to see how it is.",0
